Type,Price,Location,Area,Rooms,Bathrooms,Condition,Air conditioning,Garden,Heating,Furnished,Equipped kitchen,Double glazing,Security system,Terrace,Elevator,Satellite dish,Oven,Mountains views,Internet,Flooring,Garage,Pool,Concierge,Reinforced Door,Microwave,Fridge,TV,Washing machine,Sea views
house,6500.0,Carthage,420,5,4,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,1450.0,Les Jardins de Carthage,80,1,1,Good condition,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,4500.0,Les Jardins de Carthage,250,4,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,4000.0,Les Berges Du Lac 2,130,3,3,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no
apartment,4500.0,Gammarth,140,2,2,New,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1500.0,Les Berges Du Lac 2,70,1,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
house,4500.0,Cité Les Pins,450,4,2,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,3400.0,La Soukra,1000,4,3,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no
apartment,1300.0,Aouina,110,2,1,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1500.0,Aouina,120,2,2,New,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1900.0,Aouina,80,1,1,Good condition,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1300.0,Bhar Lazreg,100,2,1,New,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
house,1650.0,Aouina,165,3,2,New,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2500.0,Les Jardins de Carthage,140,3,2,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no
house,1800.0,Aouina,165,3,2,New,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1350.0,Aouina,120,3,1,New,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1100.0,La Soukra,80,1,1,New,yes,yes,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,2200.0,Les Jardins de Carthage,140,3,3,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,2600.0,Gammarth,150,2,2,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no
apartment,3800.0,Les Berges Du Lac 2,250,3,3,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no
apartment,1300.0,Bhar Lazreg,100,2,2,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
house,8000.0,Gammarth,700,5,4,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no
apartment,2800.0,Les Berges Du Lac 1,160,3,2,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,5000.0,Gammarth,230,2,3,New,yes,yes,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no
house,2600.0,La Soukra,167,3,2,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1200.0,Aouina,80,2,1,New,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,2000.0,Gammarth Village,165,3,3,New,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,2500.0,Gammarth,200,3,2,Good condition,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no
apartment,2000.0,La Marsa,70,1,1,New,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,700.0,La Marsa,25,1,1,New,yes,no,no,yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,3800.0,Gammarth,150,2,3,New,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no
house,2500.0,La Marsa,250,3,2,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no
apartment,5000.0,Carthage,200,3,2,New,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,8500.0,Les Berges Du Lac 2,600,4,4,New,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no
apartment,2500.0,Les Berges Du Lac 1,120,2,2,New,yes,no,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1700.0,Les Jardins de Carthage,140,3,2,New,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,3400.0,Les Jardins de Carthage,120,2,2,New,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1200.0,Les Jardins de Carthage,90,1,1,Good condition,yes,yes,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
house,4500.0,Les Jardins de Carthage,320,3,4,New,yes,yes,yes,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no
apartment,1350.0,Ain Zaghouan Nord,90,1,1,New,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1400.0,Ain Zaghouan Nord,120,3,1,New,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,800.0,Nabeul,120,2,1,Good condition,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,1100.0,Cité El Wafa,100,2,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no
apartment,1650.0,Aouina,110,2,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,yes,no
apartment,1650.0,Les Jardins de Carthage,65,1,1,Good condition,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,no
apartment,2000.0,Ain Zaghouan Nord,110,2,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no
house,3500.0,Hammamet Nord,730,4,3,New,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,no
apartment,1900.0,Les Berges Du Lac 2,85,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,1500.0,Hammamet,100,2,1,New,yes,no,yes,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,yes,no
apartment,1250.0,Aouina,120,3,1,Good condition,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1670.0,La Soukra,130,2,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1300.0,Hammamet,110,2,1,Good condition,yes,no,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no
apartment,850.0,Hammamet Nord,70,2,1,New,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1000.0,Bhar Lazreg,65,1,1,New,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,2200.0,Les Jardins de Carthage,70,1,1,New,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no
apartment,4300.0,Cité Les Pins,250,3,3,Good condition,no,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,5000.0,Les Berges Du Lac 1,180,3,2,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,4500.0,Le Kram,280,4,4,Good condition,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3500.0,Les Berges Du Lac 2,153,1,2,New,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,1500.0,Megrine Riadh inMégrine,200,3,1,New,no,no,yes,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,2000.0,Salambo,100,2,1,Good condition,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
apartment,1400.0,Les Berges Du Lac 1,80,1,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no
house,6500.0,Sidi Bousaid,200,3,2,New,yes,no,yes,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1300.0,Les Jardins d'El Menzah 2,90,3,2,Good condition,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,2500.0,Les Jardins de Carthage,75,1,1,New,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no
apartment,5000.0,Les Berges Du Lac 2,250,3,3,New,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no
house,10000.0,Les Berges Du Lac 2,500,6,5,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no
apartment,1800.0,El Menzah 9,140,2,1,New,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,2600.0,Les Jardins de Carthage,130,2,2,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,yes,yes,no
apartment,1400.0,Aouina,80,2,1,New,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
house,8500.0,Les Berges Du Lac 2,400,4,3,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,1600.0,Les Jardins de Carthage,75,1,1,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no
apartment,2800.0,Les Berges Du Lac 1,100,2,1,New,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,1250.0,Les Jardins de Carthage,65,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,yes,no
apartment,1500.0,Les Jardins de Carthage,60,1,1,Good condition,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,2000.0,Hammamet,120,2,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,no,yes,yes,yes,no
house,1600.0,La Marsa,110,2,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no
apartment,2000.0,La Soukra,180,3,2,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no
house,4500.0,La Marsa,300,4,3,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,no
apartment,2100.0,Sidi Bousaid,200,2,2,New,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes
apartment,3500.0,La Marsa,110,2,1,New,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,2900.0,Khezama Ouest,160,3,3,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,no,yes,yes,yes,yes
apartment,2100.0,Carthage Byrsa,120,2,2,Good condition,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no
house,2500.0,La Soukra,300,5,2,Good condition,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,8000.0,Mutuelle Ville,400,4,5,Good condition,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,no,no,no
apartment,2200.0,Borj Baccouche,120,2,1,Good condition,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,1900.0,Hammamet Nord,120,2,1,New,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no
apartment,1600.0,Hergla,100,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,yes
apartment,1300.0,Bouhssina,100,2,1,Good condition,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
apartment,1600.0,Khezama,100,2,1,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no
house,4100.0,La Marsa,478,4,1,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no
house,4000.0,La Marsa,550,4,3,Good condition,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1840.0,El Menzah 9,170,3,3,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no
apartment,1200.0,Les Berges Du Lac 2,115,2,1,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,950.0,Les Jardins de Carthage,60,1,1,Good condition,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,4500.0,Cité Les Pins,450,8,6,Good condition,yes,yes,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no
house,1800.0,Cité Du Stade,70,1,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no
house,1600.0,La Marsa,110,1,1,New,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1200.0,Les Berges Du Lac 1,60,1,1,Good condition,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
house,5500.0,La Marsa,600,5,2,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,no,yes,no
apartment,2500.0,La Marsa,130,2,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,no
house,3500.0,La Marsa,140,3,2,Good condition,yes,no,yes,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,1400.0,Le Kram,90,2,1,New,no,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no
apartment,2600.0,Les Jardins de Carthage,80,1,1,New,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no
house,6500.0,Les Berges Du Lac 2,300,4,4,New,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
apartment,3000.0,Cité Ennasr 2,368,3,3,New,yes,yes,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no
house,3300.0,Mutuelle Ville,400,6,3,Good condition,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,4400.0,Cité Les Pins,300,3,3,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,2200.0,La Soukra,200,3,3,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,2300.0,La Marsa,150,2,2,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no
house,6500.0,La Soukra,650,5,3,Good condition,yes,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no
apartment,1700.0,Sidi Daoued,140,2,2,Good condition,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
house,5000.0,Cité des Juges,400,5,3,Good condition,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,yes,yes,yes,yes,yes
apartment,550.0,Sousse Riadh,45,1,1,Good condition,no,no,no,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,yes,yes,yes,no
house,1150.0,Les Jardins d'El Menzah 2,150,5,2,Good condition,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,2800.0,Les Berges Du Lac 1,150,2,1,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,no
apartment,900.0,Cité Ennasr 2,60,1,1,Good condition,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
house,2500.0,Gammarth Supérieur,300,4,3,Good condition,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no
apartment,1300.0,Aouina,100,3,2,Good condition,no,yes,yes,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,yes,no,no
house,8500.0,Sidi Bousaid,220,3,2,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes
apartment,1200.0,Charguia 1,47,1,1,New,yes,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no,no,no
house,5500.0,Sidi Bousaid,300,4,3,Good condition,yes,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,1800.0,Carthage Byrsa,120,2,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
apartment,2000.0,Mutuelle Ville,130,2,2,New,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,3700.0,La Marsa,250,3,2,Good condition,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,6000.0,Sidi Bousaid,800,3,3,Good condition,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,3800.0,Mutuelle Ville,300,6,3,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,2000.0,El Manar 2,150,3,2,Good condition,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,no
house,5000.0,Les Berges Du Lac 1,400,3,5,Good condition,yes,no,yes,no,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes
apartment,2700.0,Gammarth Supérieur,160,2,2,Good condition,yes,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,4500.0,Les Jardins de Carthage,285,3,4,New,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,1000.0,Bou Mhel inBoumhel Bassatine,95,2,1,New,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
house,4000.0,Chotrana 2,1000,5,3,Good condition,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no
house,6000.0,Gammarth Supérieur,900,4,3,Good condition,yes,yes,yes,no,no,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,no,no,no,no,no
house,6500.0,Gammarth,900,3,3,New,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no
house,7000.0,La Marsa,770,4,3,New,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,yes,yes,yes,no,no,no,no
house,9500.0,Gammarth,350,4,3,Good condition,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes
apartment,2000.0,Les Jardins de Carthage,100,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,no
apartment,3500.0,La Marsa,120,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,900.0,El Kantaoui,85,2,1,Good condition,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes
apartment,1500.0,El Kantaoui,100,2,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,yes,no,yes
apartment,3100.0,Chott Meriem,100,3,2,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,yes,no,yes
apartment,1300.0,La Soukra,80,1,1,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
apartment,3000.0,Sousse Corniche,240,3,1,Good condition,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no
house,1700.0,La Soukra,160,3,3,New,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no
apartment,1200.0,Ariana,140,3,1,New,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
apartment,1300.0,Chotrana 1,120,2,1,Good condition,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no
house,580.0,Le Bardo,30,1,1,New,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
apartment,720.0,La Soukra,65,1,1,New,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,3000.0,Gammarth,116,2,2,Good condition,yes,yes,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
house,3500.0,Sidi Bousaid,120,1,1,Good condition,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes
apartment,2400.0,La Soukra,155,4,3,Good condition,no,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1300.0,La Marsa,70,1,1,Good condition,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no
apartment,750.0,Bou Mhel inBoumhel Bassatine,70,1,1,New,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no
apartment,1500.0,Sousse Corniche,150,3,2,Good condition,yes,no,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,yes,yes,no
house,750.0,Bab Bhar inTunis,95,2,1,Good condition,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
apartment,1200.0,Raoued,120,3,2,New,yes,no,yes,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes
apartment,1600.0,La Soukra,137,3,2,Good condition,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no
apartment,1000.0,Hammamet Nord,100,2,1,New,yes,no,yes,yes,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
house,1000.0,Raoued,100,2,2,New,yes,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes
apartment,5500.0,Les Berges Du Lac 2,220,3,3,New,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no
apartment,750.0,Hergla,100,2,1,Good condition,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no
house,8000.0,La Marsa,1000,4,4,Good condition,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,no,no,no,no
apartment,1000.0,Sidi Frej,110,2,1,New,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no
apartment,5700.0,Les Berges Du Lac 2,170,3,2,New,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes
apartment,190.0,Hammamet Nord,144,3,3,Good condition,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,yes,yes,no,yes,yes,yes,no
apartment,1500.0,Ain Zaghouan Sud,140,3,2,Good condition,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
house,2500.0,Les Berges Du Lac 1,100,2,1,Good condition,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
